Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
MW028380,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,2540Y1/China/Henan/EVA71/20180129,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028381,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,3001Y1/China/Henan/EVA71/20170301,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028382,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,4006Y1/China/Henan/EVA71/20170303,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028383,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,4009Y1/China/Henan/EVA71/20170308,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028384,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,4013Y1/China/Henan/EVA71/20170319,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028385,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,4014Y1/China/Henan/EVA71/20170319,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028386,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,4030Y1/China/Henan/EVA71/20170405,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028387,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,4032Y1/China/Henan/EVA71/20170405,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028388,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7008Y1/China/Henan/EVA71/20170410,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028389,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7009Y1/China/Henan/EVA71/20170410,443,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028390,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7011Y1/China/Henan/EVA71/20170410,438,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028391,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7034Y1/China/Henan/EVA71/20170423,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028392,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7058Y1/China/Henan/EVA71/20170424,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028393,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7140Y1/China/Henan/EVA71/20170508,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028394,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7141Y1/China/Henan/EVA71/20170511,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028395,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7153Y1/China/Henan/EVA71/20170509,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028396,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7212Y1/China/Henan/EVA71/20170514,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028397,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7231Y1/China/Henan/EVA71/20170516,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028398,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7239Y1/China/Henan/EVA71/20170516,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028399,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7333Y1/China/Henan/EVA71/20170523,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028400,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7380Y1/China/Henan/EVA71/20170526,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028401,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7417Y1/China/Henan/EVA71/20170529,402,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028402,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7450Y1/China/Henan/EVA71/20170530,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028403,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7550Y1/China/Henan/EVA71/20170607,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028404,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7590Y1/China/Henan/EVA71/20170610,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028405,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7628Y1/China/Henan/EVA71/20170614,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028406,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7634Y1/China/Henan/EVA71/20170614,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028407,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7636Y1/China/Henan/EVA71/20170617,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028408,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7638Y1/China/Henan/EVA71/20170615,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028409,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7708Y1/China/Henan/EVA71/20170618,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028410,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7733Y1/China/Henan/EVA71/20170621,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028411,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7787Y1/China/Henan/EVA71/20170624,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028412,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7825Y1/China/Henan/EVA71/20170628,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028413,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7831Y1/China/Henan/EVA71/20170628,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028414,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7857Y1/China/Henan/EVA71/20170630,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028415,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7869Y1/China/Henan/EVA71/20170701,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028416,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7890Y1/China/Henan/EVA71/20170702,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028417,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7899Y2/China/Henan/EVA71/20170704,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028418,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7936Y1/China/Henan/EVA71/20170706,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028419,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,7937Y1/China/Henan/EVA71/20170706,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028420,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,8024Y1/China/Henan/EVA71/20170417,443,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028421,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,8032Y1/China/Henan/EVA71/20170419,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028422,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,8063Y1/China/Henan/EVA71/20170504,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028423,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,9020Y1/China/Henan/EVA71/20170416,369,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028424,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,9021Y1/China/Henan/EVA71/20170417,402,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028425,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,9044Y1/China/Henan/EVA71/20170501,443,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028426,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,H1009Y1/China/Henan/EVA71/20170308,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028427,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,H1041Y1/China/Henan/EVA71/20170420,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028428,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,Q1084Y1/China/Henan/EVA71/20170621,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028429,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,Q1121Y1/China/Henan/EVA71/20170816,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028430,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,H1152Y1/China/Henan/EVA71/20170913,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028431,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,H1184Y1/China/Henan/EVA71/20171013,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028432,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,H1188Y1/China/Henan/EVA71/20171015,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028433,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,H1205Y1/China/Henan/EVA71/20180101,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
MW028434,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,H1261Y1/China/Henan/EVA71/20180206,449,partial,China,Homo sapiens,oronasopharynx,"Yu,H., Zhou,Y.",2018,2022-02-06,ssRNA(+)
OK664826,Enterovirus A71,Enterovirus alphacoxsackie,,JHU-876/2017,262,partial,USA,Homo sapiens,cerebrospinal fluid,"Forman,M., Fall,A., Mostafa,H.H.",2017-09-29,2022-01-19,ssRNA(+)
MN747117,Enterovirus A71,Enterovirus alphacoxsackie,C4,wh064-CHN-2010,7405,complete,China,Homo sapiens,,"Liu,Y., Fu,C., Wu,S., Chen,X., Shi,Y., Zhou,B., Zhang,L., Zhang,F., Wang,Z., Zhang,Y., Fan,C., Han,S., Yin,J., Peng,B., Liu,W., He,X.",2010,2021-12-31,ssRNA(+)
MN747118,Enterovirus A71,Enterovirus alphacoxsackie,C4,wh170-CHN-2012,7405,complete,China,Homo sapiens,,"Liu,W., He,X., Liu,Y., Shi,Y., Zhou,B.",2012,2021-12-31,ssRNA(+)
OF266945,Enterovirus A71,Enterovirus alphacoxsackie,,,655,partial,,,,"Huelsmann,P.M., Knoetgen,H.",,2021-12-16,ssRNA(+)
MG674288,Enterovirus A71,Enterovirus alphacoxsackie,B5,,7443,complete,Taiwan,Homo sapiens,,"Chung,W.Y., Chia,M.Y., Chiang,P.S., Luo,S.T., Lee,M.S.",,2021-12-11,ssRNA(+)
MN540972,Enterovirus A71,Enterovirus alphacoxsackie,,,3689,partial,China,Homo sapiens,,"Tao,Z., Chen,P., Cui,N., Lin,X., Ji,F., Liu,Y., Xiong,P., Zhang,L., Xu,Q., Song,Y., Xu,A.",2018,2021-11-22,ssRNA(+)
MN541015,Enterovirus A71,Enterovirus alphacoxsackie,,,3689,partial,China,Homo sapiens,,"Tao,Z., Chen,P., Cui,N., Lin,X., Ji,F., Liu,Y., Xiong,P., Zhang,L., Xu,Q., Song,Y., Xu,A.",2018,2021-11-22,ssRNA(+)
MW655539,Enterovirus A71,Enterovirus alphacoxsackie,C4a,,7266,complete,China,Homo sapiens,feces,"Tang,J., Zhang,Z., Huang,H., Du,T., Wang,X., Yan,L., Rao,Q., Yang,J., Wang,M., Shen,R., Sun,Q., Jiang,H.",2019-09,2021-10-05,ssRNA(+)
MW655540,Enterovirus A71,Enterovirus alphacoxsackie,C4a,,7300,complete,China,Homo sapiens,feces,"Tang,J., Zhang,Z., Huang,H., Du,T., Wang,X., Yan,L., Rao,Q., Yang,J., Wang,M., Shen,R., Sun,Q., Jiang,H.",2019-09,2021-10-05,ssRNA(+)
MW196697,Enterovirus A71,Enterovirus alphacoxsackie,,EVA71/COR/ARG/Dec_2012/540,300,partial,Argentina,Homo sapiens,,"Lizasoain,A., Mir,D., Salvo,M., Bortagaray,V., Masachessi,G., Farias,A., Rodriguez-Osorio,N., Nates,S., Victoria,M., Colina,R.",2012-12,2021-10-01,ssRNA(+)
MW196698,Enterovirus A71,Enterovirus alphacoxsackie,,EVA71/COR/ARG/Dec_2017/2579,300,partial,Argentina,Homo sapiens,,"Lizasoain,A., Mir,D., Salvo,M., Bortagaray,V., Masachessi,G., Farias,A., Rodriguez-Osorio,N., Nates,S., Victoria,M., Colina,R.",2017-12,2021-10-01,ssRNA(+)
MW196699,Enterovirus A71,Enterovirus alphacoxsackie,,EVA71/COR/ARG/Dec_2017/7,300,partial,Argentina,Homo sapiens,,"Lizasoain,A., Mir,D., Salvo,M., Bortagaray,V., Masachessi,G., Farias,A., Rodriguez-Osorio,N., Nates,S., Victoria,M., Colina,R.",2017-12,2021-10-01,ssRNA(+)
MW196700,Enterovirus A71,Enterovirus alphacoxsackie,,EVA71/COR/ARG/Feb_2018/5,300,partial,Argentina,Homo sapiens,,"Lizasoain,A., Mir,D., Salvo,M., Bortagaray,V., Masachessi,G., Farias,A., Rodriguez-Osorio,N., Nates,S., Victoria,M., Colina,R.",2018-02,2021-10-01,ssRNA(+)
MW196701,Enterovirus A71,Enterovirus alphacoxsackie,,EVA71/COR/ARG/Jan_2011/3,300,partial,Argentina,Homo sapiens,,"Lizasoain,A., Mir,D., Salvo,M., Bortagaray,V., Masachessi,G., Farias,A., Rodriguez-Osorio,N., Nates,S., Victoria,M., Colina,R.",2011-01,2021-10-01,ssRNA(+)
MW196702,Enterovirus A71,Enterovirus alphacoxsackie,,EVA71/COR/ARG/Jan_2018/4532,300,partial,Argentina,Homo sapiens,,"Lizasoain,A., Mir,D., Salvo,M., Bortagaray,V., Masachessi,G., Farias,A., Rodriguez-Osorio,N., Nates,S., Victoria,M., Colina,R.",2018-01,2021-10-01,ssRNA(+)
MW196703,Enterovirus A71,Enterovirus alphacoxsackie,,EVA71/COR/ARG/Mar_2017/22,300,partial,Argentina,Homo sapiens,,"Lizasoain,A., Mir,D., Salvo,M., Bortagaray,V., Masachessi,G., Farias,A., Rodriguez-Osorio,N., Nates,S., Victoria,M., Colina,R.",2017-03,2021-10-01,ssRNA(+)
MW196704,Enterovirus A71,Enterovirus alphacoxsackie,,EVA71/COR/ARG/Nov_2017/146,300,partial,Argentina,Homo sapiens,,"Lizasoain,A., Mir,D., Salvo,M., Bortagaray,V., Masachessi,G., Farias,A., Rodriguez-Osorio,N., Nates,S., Victoria,M., Colina,R.",2017-11,2021-10-01,ssRNA(+)
MW196705,Enterovirus A71,Enterovirus alphacoxsackie,,EVA71/COR/ARG/Nov_2017/257,300,partial,Argentina,Homo sapiens,,"Lizasoain,A., Mir,D., Salvo,M., Bortagaray,V., Masachessi,G., Farias,A., Rodriguez-Osorio,N., Nates,S., Victoria,M., Colina,R.",2017-11,2021-10-01,ssRNA(+)
MW196706,Enterovirus A71,Enterovirus alphacoxsackie,,EVA71/COR/ARG/Oct_2017/3,300,partial,Argentina,Homo sapiens,,"Lizasoain,A., Mir,D., Salvo,M., Bortagaray,V., Masachessi,G., Farias,A., Rodriguez-Osorio,N., Nates,S., Victoria,M., Colina,R.",2017-10,2021-10-01,ssRNA(+)
MW196707,Enterovirus A71,Enterovirus alphacoxsackie,,EVA71/COR/ARG/Oct_2017/8856,300,partial,Argentina,Homo sapiens,,"Lizasoain,A., Mir,D., Salvo,M., Bortagaray,V., Masachessi,G., Farias,A., Rodriguez-Osorio,N., Nates,S., Victoria,M., Colina,R.",2017-10,2021-10-01,ssRNA(+)
MW196708,Enterovirus A71,Enterovirus alphacoxsackie,,EVA71/COR/ARG/Sep_2017/6495,300,partial,Argentina,Homo sapiens,,"Lizasoain,A., Mir,D., Salvo,M., Bortagaray,V., Masachessi,G., Farias,A., Rodriguez-Osorio,N., Nates,S., Victoria,M., Colina,R.",2017-09,2021-10-01,ssRNA(+)
MW196709,Enterovirus A71,Enterovirus alphacoxsackie,,EVA71/COR/ARG/Sep_2017/7,300,partial,Argentina,Homo sapiens,,"Lizasoain,A., Mir,D., Salvo,M., Bortagaray,V., Masachessi,G., Farias,A., Rodriguez-Osorio,N., Nates,S., Victoria,M., Colina,R.",2017-09,2021-10-01,ssRNA(+)
MW196710,Enterovirus A71,Enterovirus alphacoxsackie,,EVA71/PY/URY/Jan_2012/OTU-C,300,partial,Uruguay,Homo sapiens,,"Lizasoain,A., Mir,D., Salvo,M., Bortagaray,V., Masachessi,G., Farias,A., Rodriguez-Osorio,N., Nates,S., Victoria,M., Colina,R.",2012-01,2021-10-01,ssRNA(+)
MW196711,Enterovirus A71,Enterovirus alphacoxsackie,,EVA71/SA/URY/Oct_2017/OTU-B,300,partial,Uruguay,Homo sapiens,,"Lizasoain,A., Mir,D., Salvo,M., Bortagaray,V., Masachessi,G., Farias,A., Rodriguez-Osorio,N., Nates,S., Victoria,M., Colina,R.",2017-10,2021-10-01,ssRNA(+)
MW196712,Enterovirus A71,Enterovirus alphacoxsackie,,EVA71/BU/URY/Sep_2017/OTU-A,300,partial,Uruguay,Homo sapiens,,"Lizasoain,A., Mir,D., Salvo,M., Bortagaray,V., Masachessi,G., Farias,A., Rodriguez-Osorio,N., Nates,S., Victoria,M., Colina,R.",2017-09,2021-10-01,ssRNA(+)
LC567890,Enterovirus A71,Enterovirus alphacoxsackie,,,359,partial,Malaysia:Sabah,Homo sapiens,,"Fong,S.Y., Mori,D., Rundi,C., Yap,J.F., Jikal,M., Latip,A.L.L.B.A., Johnny,V., Ahmed,K.",2018-08-13,2021-09-25,ssRNA(+)
OF129906,Enterovirus A71,Enterovirus alphacoxsackie,,,655,partial,,,,"Huelsmann,P.M., Knoetgen,H.",,2021-08-04,ssRNA(+)
MT708786,Enterovirus A71,Enterovirus alphacoxsackie,,2019-EV-A71-261,891,partial,China,Homo sapiens,,"Zeng,H.",2019,2021-07-31,ssRNA(+)
MT708787,Enterovirus A71,Enterovirus alphacoxsackie,,2019-EV-A71-398,891,partial,China,Homo sapiens,,"Zeng,H.",2019,2021-07-31,ssRNA(+)
MT708788,Enterovirus A71,Enterovirus alphacoxsackie,,2019-EV-A71-400,891,partial,China,Homo sapiens,,"Zeng,H.",2019,2021-07-31,ssRNA(+)
MT708789,Enterovirus A71,Enterovirus alphacoxsackie,,2019-EV-A71-405,891,partial,China,Homo sapiens,,"Zeng,H.",2019,2021-07-31,ssRNA(+)
MT708790,Enterovirus A71,Enterovirus alphacoxsackie,,2019-EV-A71-430,891,partial,China,Homo sapiens,,"Zeng,H.",2019,2021-07-31,ssRNA(+)
MT708791,Enterovirus A71,Enterovirus alphacoxsackie,,2019-EV-A71-431,891,partial,China,Homo sapiens,,"Zeng,H.",2019,2021-07-31,ssRNA(+)
MT708792,Enterovirus A71,Enterovirus alphacoxsackie,,2019-EV-A71-477,891,partial,China,Homo sapiens,,"Zeng,H.",2019,2021-07-31,ssRNA(+)
MT708793,Enterovirus A71,Enterovirus alphacoxsackie,,2019-EV-A71-480,891,partial,China,Homo sapiens,,"Zeng,H.",2019,2021-07-31,ssRNA(+)
MT708794,Enterovirus A71,Enterovirus alphacoxsackie,,2019-EV-A71-664,891,partial,China,Homo sapiens,,"Zeng,H.",2019,2021-07-31,ssRNA(+)
MT708795,Enterovirus A71,Enterovirus alphacoxsackie,,2019-EV-A71-1060,891,partial,China,Homo sapiens,,"Zeng,H.",2019,2021-07-31,ssRNA(+)
MT708796,Enterovirus A71,Enterovirus alphacoxsackie,,2019-EV-A71-1116,891,partial,China,Homo sapiens,,"Zeng,H.",2019,2021-07-31,ssRNA(+)
MT708797,Enterovirus A71,Enterovirus alphacoxsackie,,2019-EV-A71-798,891,partial,China,Homo sapiens,,"Zeng,H.",2019,2021-07-31,ssRNA(+)
MT708798,Enterovirus A71,Enterovirus alphacoxsackie,,2019-HA96,891,partial,China,Homo sapiens,,"Zeng,H.",2019,2021-07-31,ssRNA(+)
MT708799,Enterovirus A71,Enterovirus alphacoxsackie,,2019-EV-A71-R398,7410,complete,China,Homo sapiens,,"Zeng,H.",2019,2021-07-31,ssRNA(+)
MT708800,Enterovirus A71,Enterovirus alphacoxsackie,,2019-EV-A71-R400,7410,complete,China,Homo sapiens,,"Zeng,H.",2019,2021-07-31,ssRNA(+)
MT708801,Enterovirus A71,Enterovirus alphacoxsackie,,2019-EV-A71-R477,7410,complete,China,Homo sapiens,,"Zeng,H.",2019,2021-07-31,ssRNA(+)
MT708802,Enterovirus A71,Enterovirus alphacoxsackie,,2019-EV-A71-R480,7410,complete,China,Homo sapiens,,"Zeng,H.",2019,2021-07-31,ssRNA(+)
MT708803,Enterovirus A71,Enterovirus alphacoxsackie,,2019-EV-A71-R798,7410,complete,China,Homo sapiens,,"Zeng,H.",2019,2021-07-31,ssRNA(+)
MT708804,Enterovirus A71,Enterovirus alphacoxsackie,,2019-EV-A71-R405,7406,complete,China,Homo sapiens,,"Zeng,H.",2019,2021-07-31,ssRNA(+)
MT708805,Enterovirus A71,Enterovirus alphacoxsackie,,2019-EV-A71-R431,7406,complete,China,Homo sapiens,,"Zeng,H.",2019,2021-07-31,ssRNA(+)
MW731997,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,,266,partial,Germany,Homo sapiens,,"Baertl,S., Pietsch,C., Maier,M., Honemann,M., Bergs,S., Liebert,U.G., Bartl,S.",2013-06,2021-07-14,ssRNA(+)
MW731998,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,,266,partial,Germany,Homo sapiens,,"Baertl,S., Pietsch,C., Maier,M., Honemann,M., Bergs,S., Liebert,U.G., Bartl,S.",2013-07,2021-07-14,ssRNA(+)
MW731999,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,,266,partial,Germany,Homo sapiens,,"Baertl,S., Pietsch,C., Maier,M., Honemann,M., Bergs,S., Liebert,U.G., Bartl,S.",2013-08,2021-07-14,ssRNA(+)
MW732000,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,,266,partial,Germany,Homo sapiens,,"Baertl,S., Pietsch,C., Maier,M., Honemann,M., Bergs,S., Liebert,U.G., Bartl,S.",2015-08,2021-07-14,ssRNA(+)
MW732001,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,,266,partial,Germany,Homo sapiens,,"Baertl,S., Pietsch,C., Maier,M., Honemann,M., Bergs,S., Liebert,U.G., Bartl,S.",2015-11,2021-07-14,ssRNA(+)
MW732002,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,,266,partial,Germany,Homo sapiens,,"Baertl,S., Pietsch,C., Maier,M., Honemann,M., Bergs,S., Liebert,U.G., Bartl,S.",2015-12,2021-07-14,ssRNA(+)
MW732003,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,,266,partial,Germany,Homo sapiens,,"Baertl,S., Pietsch,C., Maier,M., Honemann,M., Bergs,S., Liebert,U.G., Bartl,S.",2016-03,2021-07-14,ssRNA(+)
MW732004,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,,266,partial,Germany,Homo sapiens,,"Baertl,S., Pietsch,C., Maier,M., Honemann,M., Bergs,S., Liebert,U.G., Bartl,S.",2016-05,2021-07-14,ssRNA(+)
MW732005,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,,266,partial,Germany,Homo sapiens,,"Baertl,S., Pietsch,C., Maier,M., Honemann,M., Bergs,S., Liebert,U.G., Bartl,S.",2016-05,2021-07-14,ssRNA(+)
MW732006,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,,266,partial,Germany,Homo sapiens,,"Baertl,S., Pietsch,C., Maier,M., Honemann,M., Bergs,S., Liebert,U.G., Bartl,S.",2016-06,2021-07-14,ssRNA(+)
MW732007,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,,266,partial,Germany,Homo sapiens,,"Baertl,S., Pietsch,C., Maier,M., Honemann,M., Bergs,S., Liebert,U.G., Bartl,S.",2016-06,2021-07-14,ssRNA(+)
MW732008,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,,266,partial,Germany,Homo sapiens,,"Baertl,S., Pietsch,C., Maier,M., Honemann,M., Bergs,S., Liebert,U.G., Bartl,S.",2016-06,2021-07-14,ssRNA(+)
MW732009,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,,266,partial,Germany,Homo sapiens,,"Baertl,S., Pietsch,C., Maier,M., Honemann,M., Bergs,S., Liebert,U.G., Bartl,S.",2016-06,2021-07-14,ssRNA(+)
